Ticker,ENTRA.OL,ENTRA.OL,ENTRA.OL,ENTRA.OL,ENTRA.OL,ENTRA.OL,HAFNI.OL,HAFNI.OL,HAFNI.OL,HAFNI.OL,HAFNI.OL,HAFNI.OL,FLNG.OL,FLNG.OL,FLNG.OL,FLNG.OL,FLNG.OL,FLNG.OL,TGS.OL,TGS.OL,TGS.OL,TGS.OL,TGS.OL,TGS.OL,PHO.OL,PHO.OL,PHO.OL,PHO.OL,PHO.OL,PHO.OL,NOD.OL,NOD.OL,NOD.OL,NOD.OL,NOD.OL,NOD.OL,KAHOT.OL,KAHOT.OL,KAHOT.OL,KAHOT.OL,KAHOT.OL,KAHOT.OL,SCHB.OL,SCHB.OL,SCHB.OL,SCHB.OL,SCHB.OL,SCHB.OL,PROTCT.OL,PROTCT.OL,PROTCT.OL,PROTCT.OL,PROTCT.OL,PROTCT.OL,KID.OL,KID.OL,KID.OL,KID.OL,KID.OL,KID.OL,WAWI.OL,WAWI.OL,WAWI.OL,WAWI.OL,WAWI.OL,WAWI.OL,ELMRA.OL,ELMRA.OL,ELMRA.OL,ELMRA.OL,ELMRA.OL,ELMRA.OL,GJFAH.OL,GJFAH.OL,GJFAH.OL,GJFAH.OL,GJFAH.OL,GJFAH.OL,FRO.OL,FRO.OL,FRO.OL,FRO.OL,FRO.OL,FRO.OL,XXL.OL,XXL.OL,XXL.OL,XXL.OL,XXL.OL,XXL.OL,STRO.OL,STRO.OL,STRO.OL,STRO.OL,STRO.OL,STRO.OL,TOM.OL,TOM.OL,TOM.OL,TOM.OL,TOM.OL,TOM.OL,OLT.OL,OLT.OL,OLT.OL,OLT.OL,OLT.OL,OLT.OL,SRBNK.OL,SRBNK.OL,SRBNK.OL,SRBNK.OL,SRBNK.OL,SRBNK.OL,MORG.OL,MORG.OL,MORG.OL,MORG.OL,MORG.OL,MORG.OL,GJF.OL,GJF.OL,GJF.OL,GJF.OL,GJF.OL,GJF.OL
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-23,71.0,71.5,70.5,71.25,52.228431701660156,92150,,,,,,,,,,,,,140.39999389648438,144.10000610351562,140.1999969482422,142.3000030517578,92.74351501464844,306760,38.79999923706055,41.0,38.099998474121094,41.0,41.0,63028,43.279998779296875,45.20000076293945,42.959999084472656,44.83000183105469,44.83000183105469,1027034,,,,,,,,,,,,,,,,,,,30.5,30.600000381469727,30.299999237060547,30.600000381469727,15.929427146911621,88571,17.417072296142578,17.521055221557617,17.313091278076172,17.313091278076172,10.213390350341797,298975,,,,,,,,,,,,,126.19999694824219,128.8000030517578,124.5,126.94999694824219,118.1690444946289,471464,,,,,,,14.649999618530273,15.300000190734863,14.050000190734863,14.5,10.105925559997559,117425,45.25,45.75,45.125,45.625,39.599891662597656,115908,140.0,142.0,140.0,142.0,113.06487274169922,590,,,,,,,35.599998474121094,37.0,35.0,37.0,21.217721939086914,5520.0,138.5,141.0,137.6999969482422,140.8000030517578,80.68606567382812,221904
2015-12-28,70.25,71.25,70.25,70.5,51.67864990234375,25530,,,,,,,,,,,,,142.89999389648438,142.89999389648438,137.8000030517578,139.60000610351562,90.98381042480469,199121,40.900001525878906,41.0,40.099998474121094,40.5,40.5,12950,44.83000183105469,44.880001068115234,43.0,43.02000045776367,43.02000045776367,321344,,,,,,,,,,,,,,,,,,,31.0,31.100000381469727,29.100000381469727,29.100000381469727,15.14857292175293,175781,17.313091278076172,17.625038146972656,17.313091278076172,17.469064712524414,10.305404663085938,61500,,,,,,,,,,,,,126.94999694824219,127.4000015258789,121.8499984741211,122.05000305175781,113.60797119140625,419694,,,,,,,15.0,15.0,14.399999618530273,14.399999618530273,10.036230087280273,30688,45.625,47.125,45.5,46.875,40.68482208251953,66266,142.0,143.5,142.0,142.5,113.4629898071289,12369,,,,,,,36.900001525878906,37.0,36.900001525878906,37.0,21.217721939086914,5430.0,140.8000030517578,141.39999389648438,139.6999969482422,140.6999969482422,80.62874603271484,131718
2015-12-29,70.0,71.25,70.0,70.75,51.861915588378906,35049,,,,,,,,,,,,,139.60000610351562,142.39999389648438,138.89999389648438,140.5,91.57032775878906,221333,40.099998474121094,42.0,40.099998474121094,42.0,42.0,127514,44.09000015258789,44.09000015258789,42.630001068115234,43.189998626708984,43.189998626708984,255928,,,,,,,,,,,,,,,,,,,29.5,30.5,29.5,30.200000762939453,15.72119426727295,5282,17.521055221557617,17.936986923217773,17.313091278076172,17.884994506835938,10.550769805908203,134078,,,,,,,,,,,,,123.5,126.94999694824219,122.0,126.44999694824219,117.70361328125,359120,,,,,,,14.399999618530273,14.5,13.800000190734863,14.100000381469727,9.827141761779785,16245,47.125,47.5,46.25,47.375,41.118797302246094,98984,143.5,144.0,142.0,144.0,114.65735626220703,4073,,,,,,,37.0,37.099998474121094,35.0,37.099998474121094,21.275068283081055,21845.0,140.6999969482422,141.8000030517578,140.10000610351562,141.8000030517578,81.25912475585938,164619
2015-12-30,71.0,71.25,70.5,71.25,52.228431701660156,84854,,,,,,,,,,,,,140.39999389648438,142.0,137.39999389648438,141.39999389648438,92.15690612792969,235867,41.900001525878906,42.0,41.0,41.900001525878906,41.900001525878906,32951,43.33000183105469,43.52000045776367,43.08000183105469,43.25,43.25,363165,,,,,,,,,,,,,,,,,,,30.200000762939453,30.5,30.200000762939453,30.5,15.877367973327637,13100,17.677030563354492,18.352916717529297,17.677030563354492,18.352916717529297,10.82680892944336,94975,,,,,,,,,,,,,127.1500015258789,129.75,125.5,128.10000610351562,119.23948669433594,379995,,,,,,,14.0,15.0,13.600000381469727,14.149999618530273,9.86198902130127,77960,47.375,48.75,47.25,47.75,41.44426727294922,213116,143.0,145.0,141.5,142.0,113.06487274169922,11238,,,,,,,37.599998474121094,37.599998474121094,37.0,37.599998474121094,21.561792373657227,7060.0,142.0,142.6999969482422,141.5,142.10000610351562,81.43102264404297,256079
2016-01-04,70.25,70.5,69.5,69.75,51.12887954711914,54698,,,,,,,,,,,,,139.39999389648438,142.5,136.8000030517578,142.10000610351562,92.61317443847656,410985,41.900001525878906,44.900001525878906,41.900001525878906,44.0,44.0,193006,43.04999923706055,43.189998626708984,41.599998474121094,42.0,42.0,484165,,,,,,,,,,,,,,,,,,,30.5,30.5,29.5,30.399999618530273,15.82531452178955,575,18.352916717529297,21.83633041381836,17.677030563354492,19.496723175048828,11.501567840576172,268723,,,,,,,,,,,,,127.5,129.64999389648438,125.75,129.4499969482422,120.49610900878906,462184,,,,,,,14.149999618530273,14.5,14.050000190734863,14.399999618530273,10.036230087280273,33589,48.25,48.5,46.75,47.25,41.01029968261719,136438,142.0,142.5,139.0,140.0,111.47241973876953,3792,,,,,,,37.79999923706055,37.79999923706055,37.0,37.0,21.217721939086914,3095.0,140.6999969482422,140.89999389648438,138.3000030517578,138.89999389648438,79.59725189208984,313043
2016-01-05,70.0,70.5,69.0,69.25,50.76236343383789,131275,,,,,,,,,,,,,142.0,143.0,136.8000030517578,136.8000030517578,89.15888977050781,693780,45.0,45.400001525878906,43.29999923706055,44.5,44.5,115069,42.02000045776367,42.400001525878906,39.900001525878906,41.0,41.0,681948,,,,,,,,,,,,,,,,,,,30.0,30.200000762939453,30.0,30.200000762939453,15.72119426727295,5598,19.23676872253418,19.23676872253418,18.456899642944336,18.716854095458984,11.041504859924316,100203,,,,,,,,,,,,,129.25,129.35000610351562,123.0999984741211,123.25,114.72496032714844,755692,,,,,,,15.0,15.0,14.050000190734863,14.399999618530273,10.036230087280273,22657,47.75,47.75,45.75,46.25,40.142356872558594,193768,140.5,145.0,138.5,145.0,115.45355987548828,10275,,,,,,,37.599998474121094,37.599998474121094,37.599998474121094,37.599998474121094,21.561792373657227,455.0,142.0,142.0,137.5,137.8000030517578,78.96690368652344,349652
2016-01-06,69.5,69.75,68.75,69.25,50.76236343383789,44179,,,,,,,,,,,,,138.39999389648438,138.39999389648438,129.5,130.0,84.72700500488281,599325,44.5,45.599998474121094,43.599998474121094,45.0,45.0,101928,40.529998779296875,41.0,39.29999923706055,40.709999084472656,40.709999084472656,509814,,,,,,,,,,,,,,,,,,,30.100000381469727,30.299999237060547,27.0,30.0,15.617083549499512,27500,18.66486358642578,18.716854095458984,18.4049072265625,18.50889015197754,10.918819427490234,66007,,,,,,,,,,,,,122.80000305175781,122.80000305175781,113.05000305175781,115.6500015258789,107.65065002441406,1062846,,,,,,,14.25,14.25,13.699999809265137,14.100000381469727,9.827141761779785,31775,42.0,45.625,41.5,45.5,39.49139404296875,193390,144.5,145.0,142.0,142.0,113.06487274169922,900,,,,,,,37.5,37.5,37.20000076293945,37.20000076293945,21.332416534423828,6540.0,138.10000610351562,139.1999969482422,137.10000610351562,138.0,79.08151245117188,329849
2016-01-07,68.5,68.75,67.25,67.75,49.662818908691406,137552,,,,,,,,,,,,,108.9000015258789,120.0,102.5,112.4000015258789,73.25627136230469,2179674,42.20000076293945,43.900001525878906,40.29999923706055,41.70000076293945,41.70000076293945,70488,39.810001373291016,39.810001373291016,37.290000915527344,37.380001068115234,37.380001068115234,1559273,,,,,,,,,,,,,,,,,,,30.0,30.0,30.0,30.0,15.617083549499512,20000,18.196941375732422,18.716854095458984,17.521055221557617,18.040969848632812,10.642783164978027,195000,,,,,,,,,,,,,110.25,111.75,101.9000015258789,105.3499984741211,98.06307983398438,1645979,,,,,,,13.25,14.449999809265137,13.25,13.800000190734863,9.618053436279297,30484,43.875,46.375,43.875,46.375,40.250850677490234,156480,138.0,141.5,137.0,142.0,113.06487274169922,1901,,,,,,,36.400001525878906,37.599998474121094,36.0,37.599998474121094,21.561792373657227,9350.0,136.10000610351562,136.10000610351562,132.5,134.39999389648438,77.01850891113281,461818
2016-01-08,69.75,70.5,68.0,69.0,50.57910919189453,99312,,,,,,,,,,,,,116.19999694824219,116.19999694824219,111.4000015258789,113.0,73.64733123779297,940715,42.5,42.900001525878906,40.29999923706055,40.599998474121094,40.599998474121094,38600,37.849998474121094,37.86000061035156,35.400001525878906,36.0,36.0,723193,,,,,,,,,,,,,,,,,,,30.5,31.100000381469727,30.0,30.5,15.877367973327637,150292,17.936986923217773,18.14495086669922,17.677030563354492,17.729021072387695,10.458758354187012,126126,,,,,,,,,,,,,109.5,115.0,105.19999694824219,109.25,101.69331359863281,1271243,,,,,,,13.75,14.5,13.550000190734863,14.0,9.757444381713867,33329,46.5,46.5,44.5,45.0,39.05742645263672,209172,141.0,141.5,141.0,141.0,112.26863861083984,285,,,,,,,37.599998474121094,37.599998474121094,33.0,37.0,21.217721939086914,15375.0,134.89999389648438,137.1999969482422,134.89999389648438,135.39999389648438,77.59158325195312,303308
2016-01-11,68.75,69.25,68.25,69.0,50.57910919189453,127796,,,,,,,,,,,,,112.19999694824219,112.19999694824219,107.19999694824219,110.0999984741211,71.75727081298828,750594,40.29999923706055,42.0,38.900001525878906,39.29999923706055,39.29999923706055,94290,35.5,36.97999954223633,35.29999923706055,36.43000030517578,36.43000030517578,512856,,,,,,,,,,,,,,,,,,,29.600000381469727,30.700000762939453,29.600000381469727,30.5,15.877367973327637,4951,17.417072296142578,17.729021072387695,17.313091278076172,17.469064712524414,10.305404663085938,57248,,,,,,,,,,,,,107.75,111.5,104.75,105.6500015258789,98.34233093261719,836573,,,,,,,14.0,14.350000381469727,13.850000381469727,13.850000381469727,9.652901649475098,36037,45.25,45.25,44.25,45.125,39.16592025756836,255878,140.0,141.0,140.0,141.0,112.26863861083984,1441,,,,,,,37.0,37.0,37.0,37.0,21.217721939086914,0.0,134.89999389648438,136.1999969482422,133.3000030517578,134.0,76.789306640625,288504
2016-01-12,69.25,69.75,68.75,69.75,51.12887954711914,42137,,,,,,,,,,,,,108.69999694824219,116.19999694824219,107.5,114.9000015258789,74.88569641113281,953219,39.29999923706055,40.0,39.0,39.599998474121094,39.599998474121094,27192,36.349998474121094,36.59000015258789,35.099998474121094,36.11000061035156,36.11000061035156,568281,,,,,,,,,,,,,,,,,,,30.0,30.799999237060547,30.0,30.799999237060547,16.033540725708008,11940,17.521055221557617,17.521055221557617,17.15711784362793,17.469064712524414,10.305404663085938,75449,,,,,,,,,,,,,103.5999984741211,104.5,94.1500015258789,95.8499984741211,89.22016906738281,1644177,,,,,,,13.75,14.0,13.050000190734863,14.0,9.757444381713867,15346,45.0,46.625,44.875,46.0,39.92537307739258,296338,140.5,143.0,140.0,141.5,112.6667709350586,6066,,,,,,,36.400001525878906,37.20000076293945,36.099998474121094,36.400001525878906,20.873653411865234,11565.0,133.1999969482422,136.60000610351562,132.0,135.6999969482422,77.76348876953125,452977
2016-01-13,69.75,69.75,69.25,69.5,50.94562530517578,25117,,,,,,,,,,,,,117.9000015258789,118.4000015258789,113.30000305175781,115.5999984741211,75.34188842773438,629419,39.70000076293945,39.900001525878906,39.0,39.0,39.0,32478,36.97999954223633,40.09000015258789,36.0,38.5,38.5,683382,,,,,,,,,,,,,,,,,,,30.799999237060547,30.799999237060547,30.799999237060547,30.799999237060547,16.033540725708008,0,17.936986923217773,18.040969848632812,17.729021072387695,17.884994506835938,10.550769805908203,111526,,,,,,,,,,,,,98.75,103.80000305175781,98.75,99.80000305175781,92.89696502685547,1435155,,,,,,,14.0,14.5,13.699999809265137,14.0,9.757444381713867,6866,45.25,45.375,42.25,43.625,37.86400604248047,1108722,140.0,141.5,138.5,140.0,111.47241973876953,2858,,,,,,,36.20000076293945,36.599998474121094,35.5,35.5,20.357545852661133,28655.0,137.0,139.0,136.3000030517578,136.5,78.22193908691406,397193
2016-01-14,68.75,68.75,67.5,68.0,49.84607696533203,54167,,,,,,,,,,,,,114.5,116.19999694824219,111.69999694824219,115.69999694824219,75.40704345703125,515268,35.29999923706055,37.5,34.5,36.0,36.0,34341,37.849998474121094,39.0,36.2599983215332,37.900001525878906,37.900001525878906,855482,,,,,,,,,,,,,,,,,,,30.5,30.5,30.0,30.100000381469727,15.66913890838623,6731,17.677030563354492,17.677030563354492,17.15711784362793,17.313091278076172,10.213390350341797,357958,,,,,,,,,,,,,98.0,98.75,93.44999694824219,95.5,88.89439392089844,1427795,,,,,,,13.899999618530273,13.899999618530273,12.800000190734863,14.0,9.757444381713867,19725,42.625,42.625,41.375,41.625,36.12812042236328,295480,139.0,139.5,137.0,137.0,109.0837173461914,3677,,,,,,,34.70000076293945,35.0,34.70000076293945,35.0,20.070817947387695,38840.0,134.89999389648438,134.89999389648438,131.5,132.5,75.92971801757812,585016
2016-01-15,68.0,68.25,66.5,67.5,49.479576110839844,184295,,,,,,,,,,,,,116.4000015258789,117.0,111.0,112.5,73.32144165039062,543154,36.5,36.5,34.900001525878906,36.0,36.0,62909,37.959999084472656,39.869998931884766,36.0,37.650001525878906,37.650001525878906,585826,,,,,,,,,,,,,,,,,,,30.5,30.5,30.5,30.5,15.877367973327637,1522,17.677030563354492,17.677030563354492,17.313091278076172,17.313091278076172,10.213390350341797,211102,,,,,,,,,,,,,95.0,95.19999694824219,86.5,89.0,82.843994140625,1739484,,,,,,,13.5,14.0,13.0,13.0,9.060484886169434,11940,41.125,42.75,40.875,42.5,36.887569427490234,480724,135.5,141.5,135.5,140.0,111.47241973876953,13395,,,,,,,35.599998474121094,35.599998474121094,34.400001525878906,34.400001525878906,19.72675132751465,26285.0,133.39999389648438,133.5,128.8000030517578,131.1999969482422,75.18473052978516,501681
