Ticker,ENTRA.OL,ENTRA.OL,ENTRA.OL,ENTRA.OL,ENTRA.OL,ENTRA.OL,HAFNI.OL,HAFNI.OL,HAFNI.OL,HAFNI.OL,HAFNI.OL,HAFNI.OL,FLNG.OL,FLNG.OL,FLNG.OL,FLNG.OL,FLNG.OL,FLNG.OL,TGS.OL,TGS.OL,TGS.OL,TGS.OL,TGS.OL,TGS.OL,PHO.OL,PHO.OL,PHO.OL,PHO.OL,PHO.OL,PHO.OL,NOD.OL,NOD.OL,NOD.OL,NOD.OL,NOD.OL,NOD.OL,KAHOT.OL,KAHOT.OL,KAHOT.OL,KAHOT.OL,KAHOT.OL,KAHOT.OL,SCHB.OL,SCHB.OL,SCHB.OL,SCHB.OL,SCHB.OL,SCHB.OL,PROTCT.OL,PROTCT.OL,PROTCT.OL,PROTCT.OL,PROTCT.OL,PROTCT.OL,KID.OL,KID.OL,KID.OL,KID.OL,KID.OL,KID.OL,WAWI.OL,WAWI.OL,WAWI.OL,WAWI.OL,WAWI.OL,WAWI.OL,ELMRA.OL,ELMRA.OL,ELMRA.OL,ELMRA.OL,ELMRA.OL,ELMRA.OL,GJFAH.OL,GJFAH.OL,GJFAH.OL,GJFAH.OL,GJFAH.OL,GJFAH.OL,FRO.OL,FRO.OL,FRO.OL,FRO.OL,FRO.OL,FRO.OL,XXL.OL,XXL.OL,XXL.OL,XXL.OL,XXL.OL,XXL.OL,STRO.OL,STRO.OL,STRO.OL,STRO.OL,STRO.OL,STRO.OL,TOM.OL,TOM.OL,TOM.OL,TOM.OL,TOM.OL,TOM.OL,OLT.OL,OLT.OL,OLT.OL,OLT.OL,OLT.OL,OLT.OL,SRBNK.OL,SRBNK.OL,SRBNK.OL,SRBNK.OL,SRBNK.OL,SRBNK.OL,MORG.OL,MORG.OL,MORG.OL,MORG.OL,MORG.OL,MORG.OL,GJF.OL,GJF.OL,GJF.OL,GJF.OL,GJF.OL,GJF.OL
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-11,70.0,70.25,69.5,70.0,51.312137603759766,166761,,,,,,,,,,,,,157.5,157.5,152.10000610351562,152.60000610351562,99.45649719238281,565231,35.5,38.599998474121094,35.0,38.0,38.0,42210,42.689998626708984,42.72999954223633,41.2400016784668,41.599998474121094,41.599998474121094,342498,,,,,,,,,,,,,,,,,,,28.0,29.5,27.600000381469727,29.0,15.096514701843262,127995,17.625038146972656,17.625038146972656,17.05313491821289,17.05313491821289,10.060037612915039,114428,,,,,,,,,,,,,131.0,131.0,125.75,125.94999694824219,117.01229858398438,454418,,,,,,,12.800000190734863,12.949999809265137,12.5,12.5,8.712004661560059,23473,46.25,46.5,45.125,45.625,39.599891662597656,204612,141.0,142.0,137.5,137.5,109.4818344116211,2645,,,,,,,37.0,37.0,36.599998474121094,36.900001525878906,21.160381317138672,18355.0,138.10000610351562,138.6999969482422,137.1999969482422,137.8000030517578,78.96690368652344,456452
2015-12-14,70.0,70.25,69.25,69.75,51.12887954711914,92494,,,,,,,,,,,,,152.6999969482422,153.5,150.3000030517578,152.39999389648438,99.32617950439453,388441,38.400001525878906,38.900001525878906,36.5,36.5,36.5,56692,41.25,41.7599983215332,39.810001373291016,40.709999084472656,40.709999084472656,401776,,,,,,,,,,,,,,,,,,,29.0,30.0,29.0,29.200000762939453,15.200629234313965,44729,17.15711784362793,17.677030563354492,17.05313491821289,17.469064712524414,10.305404663085938,163019,,,,,,,,,,,,,126.6500015258789,126.9000015258789,115.44999694824219,116.9000015258789,108.60450744628906,840363,,,,,,,12.899999618530273,12.949999809265137,12.5,12.899999618530273,8.990789413452148,30853,45.625,45.625,44.375,44.5,38.62345886230469,151688,137.5,139.5,137.0,137.0,109.0837173461914,6697,,,,,,,36.900001525878906,37.0,36.0,36.0,20.644271850585938,5020.0,136.5,139.1999969482422,136.3000030517578,137.89999389648438,79.02420806884766,442743
2015-12-15,69.75,70.5,69.75,70.0,51.312137603759766,97621,,,,,,,,,,,,,153.0,154.0,150.3000030517578,153.3000030517578,99.91272735595703,438059,36.5,41.099998474121094,36.20000076293945,40.0,40.0,80836,40.7599983215332,42.439998626708984,39.810001373291016,42.220001220703125,42.220001220703125,327665,,,,,,,,,,,,,,,,,,,29.399999618530273,29.399999618530273,28.600000381469727,29.299999237060547,15.252686500549316,36801,17.573047637939453,17.7810115814209,17.313091278076172,17.365081787109375,10.244062423706055,51720,,,,,,,,,,,,,122.0,125.5999984741211,119.05000305175781,123.80000305175781,115.01488494873047,782544,,,,,,,12.5,13.5,12.5,13.5,9.408965110778809,193337,44.375,45.625,44.125,45.5,39.49139404296875,230294,137.5,138.5,137.0,138.5,110.278076171875,3977,,,,,,,35.599998474121094,35.79999923706055,34.79999923706055,35.599998474121094,20.41489028930664,23935.0,138.10000610351562,139.39999389648438,137.6999969482422,139.39999389648438,79.88377380371094,391527
2015-12-16,70.5,71.0,69.75,70.0,51.312137603759766,145897,,,,,,,,,,,,,155.0,156.1999969482422,151.6999969482422,155.8000030517578,101.54207611083984,474002,40.900001525878906,41.0,39.20000076293945,41.0,41.0,45994,42.22999954223633,43.70000076293945,41.869998931884766,43.400001525878906,43.400001525878906,510235,,,,,,,,,,,,,,,,,,,29.0,30.0,29.0,30.0,15.617083549499512,33097,17.15711784362793,17.417072296142578,17.05313491821289,17.417072296142578,10.27473258972168,45875,,,,,,,,,,,,,127.55000305175781,130.0,126.25,129.75,120.54266357421875,939758,,,,,,,13.75,14.5,13.75,14.199999809265137,9.896836280822754,186249,46.0,46.0,45.375,45.5,39.49139404296875,108812,138.5,141.0,138.5,141.0,112.26863861083984,6324,,,,,,,36.0,36.400001525878906,34.400001525878906,34.400001525878906,19.72675132751465,22010.0,139.6999969482422,141.3000030517578,138.6999969482422,141.10000610351562,80.85797882080078,405554
2015-12-17,70.25,71.0,70.25,71.0,52.045169830322266,59109,,,,,,,,,,,,,157.3000030517578,157.5,147.8000030517578,148.60000610351562,96.84955596923828,638469,40.900001525878906,42.0,39.099998474121094,39.099998474121094,39.099998474121094,36844,43.400001525878906,43.810001373291016,42.45000076293945,43.0,43.0,421962,,,,,,,,,,,,,,,,,,,29.899999618530273,30.0,29.100000381469727,30.0,15.617083549499512,38968,17.573047637939453,17.677030563354492,17.417072296142578,17.677030563354492,10.42808723449707,115025,,,,,,,,,,,,,132.0,133.9499969482422,129.5500030517578,130.3000030517578,121.2873306274414,986282,,,,,,,14.699999809265137,14.899999618530273,14.199999809265137,14.350000381469727,10.001382827758789,386041,45.75,46.0,45.25,45.5,39.49139404296875,248808,140.0,142.0,139.0,142.0,113.06487274169922,2986,,,,,,,34.599998474121094,35.400001525878906,34.20000076293945,34.20000076293945,19.612058639526367,38150.0,141.39999389648438,143.0,141.10000610351562,141.6999969482422,81.2018051147461,330954
2015-12-18,70.75,72.0,70.5,72.0,52.77820587158203,317296,,,,,,,,,,,,,148.39999389648438,148.39999389648438,135.3000030517578,136.1999969482422,88.7678451538086,1053099,39.70000076293945,39.900001525878906,39.0,39.0,39.0,13644,42.84000015258789,43.5,42.5,42.72999954223633,42.72999954223633,574935,,,,,,,,,,,,,,,,,,,30.100000381469727,30.100000381469727,29.5,30.0,15.617083549499512,11160,17.521055221557617,17.521055221557617,17.26110076904297,17.677030563354492,10.42808723449707,147143,,,,,,,,,,,,,129.89999389648438,129.89999389648438,125.0,128.14999389648438,119.28604125976562,590695,,,,,,,14.5,15.899999618530273,14.300000190734863,15.5,10.802886009216309,52702,45.375,46.0,45.375,46.0,39.92537307739258,336160,141.5,142.0,141.5,141.5,112.6667709350586,290,,,,,,,35.0,35.0,34.0,34.0,19.497371673583984,90970.0,140.5,141.89999389648438,139.1999969482422,139.1999969482422,79.7691650390625,691032
2015-12-21,71.5,71.75,71.25,71.25,52.228431701660156,77546,,,,,,,,,,,,,136.5,142.8000030517578,136.5,141.8000030517578,92.41763305664062,673212,39.20000076293945,40.20000076293945,38.79999923706055,40.0,40.0,41901,43.119998931884766,43.79999923706055,42.72999954223633,43.31999969482422,43.31999969482422,370863,,,,,,,,,,,,,,,,,,,30.0,30.0,29.600000381469727,30.0,15.617083549499512,31885,17.417072296142578,17.573047637939453,17.26110076904297,17.365081787109375,10.244062423706055,213362,,,,,,,,,,,,,131.0,132.39999389648438,129.5500030517578,130.75,121.70620727539062,635342,,,,,,,15.0,15.5,14.25,14.5,10.105925559997559,141270,45.75,46.5,44.875,45.625,39.599891662597656,169476,141.0,141.0,139.0,138.0,109.87995147705078,1185,,,,,,,34.400001525878906,34.79999923706055,34.0,34.0,19.497371673583984,57860.0,139.0,139.8000030517578,138.0,139.1999969482422,79.7691650390625,327376
2015-12-22,71.5,71.5,71.0,71.0,52.045169830322266,77747,,,,,,,,,,,,,142.3000030517578,142.3000030517578,138.60000610351562,139.6999969482422,91.0489730834961,285324,39.70000076293945,39.900001525878906,38.599998474121094,38.79999923706055,38.79999923706055,7829,42.959999084472656,43.5,42.70000076293945,42.900001525878906,42.900001525878906,464229,,,,,,,,,,,,,,,,,,,29.5,30.399999618530273,29.5,30.0,15.617083549499512,29915,17.26110076904297,17.417072296142578,17.26110076904297,17.417072296142578,10.27473258972168,82658,,,,,,,,,,,,,129.35000610351562,129.35000610351562,125.5,125.69999694824219,117.00547790527344,434150,,,,,,,14.399999618530273,15.5,14.399999618530273,14.649999618530273,10.210469245910645,12482,45.0,45.75,45.0,45.5,39.49139404296875,98768,139.0,141.5,138.5,139.5,111.07430267333984,1066,,,,,,,34.400001525878906,35.0,34.0,35.0,20.070817947387695,27585.0,139.0,139.5,137.3000030517578,138.60000610351562,79.42533874511719,290386
