2026-01-31 23:00:03,691 | INFO | ======================================================================
2026-01-31 23:00:03,691 | INFO | IoS-001 BULLETPROOF DAILY PRICE INGEST
2026-01-31 23:00:03,691 | INFO | ======================================================================
2026-01-31 23:00:03,691 | INFO | CEO Directive: CD-IOS-001-DAILY-INGEST-BULLETPROOF-001
2026-01-31 23:00:03,691 | INFO | Executor: STIG (EC-003)
2026-01-31 23:00:03,691 | INFO | Time: 2026-01-31T22:00:03.691879+00:00
2026-01-31 23:00:03,691 | INFO | Asset Class Filter: EQUITY
2026-01-31 23:00:03,691 | INFO | Dry Run: False
2026-01-31 23:00:03,691 | INFO | Canonical Source: fhq_market.prices (ONLY)
2026-01-31 23:00:03,691 | INFO | ======================================================================
2026-01-31 23:00:03,785 | INFO | Found 421 canonical assets
2026-01-31 23:00:04,512 | INFO | ============================================================
2026-01-31 23:00:04,512 | INFO | ATTEMPTING ALPACA INGEST (Primary Provider)
2026-01-31 23:00:04,512 | INFO | Assets: 421, Rate limit: 200/min
2026-01-31 23:00:04,512 | INFO | ============================================================
2026-01-31 23:00:04,512 | INFO |   [1COV.DE] Stale (958.0h > 18h) - fetching
2026-01-31 23:00:04,512 | INFO |   [ABBV] Stale (46.0h > 18h) - fetching
2026-01-31 23:00:05,482 | WARNING |   [ABBV] Alpaca error: {"message":"subscription does not permit querying recent SIP data"}

2026-01-31 23:00:05,983 | INFO |   [ABNB] Stale (46.0h > 18h) - fetching
2026-01-31 23:00:06,094 | WARNING |   [ABNB] Alpaca error: {"message":"subscription does not permit querying recent SIP data"}

2026-01-31 23:00:06,607 | INFO |   [ABT] Stale (46.0h > 18h) - fetching
2026-01-31 23:00:06,726 | WARNING |   [ABT] Alpaca error: {"message":"subscription does not permit querying recent SIP data"}

2026-01-31 23:00:07,231 | INFO |   [ACA.PA] Stale (46.0h > 18h) - fetching
2026-01-31 23:00:07,231 | INFO |   [ADBE] Stale (46.0h > 18h) - fetching
2026-01-31 23:00:07,352 | WARNING |   [ADBE] Alpaca error: {"message":"subscription does not permit querying recent SIP data"}

2026-01-31 23:00:07,916 | INFO |   [ADI] Stale (46.0h > 18h) - fetching
2026-01-31 23:00:08,049 | WARNING |   [ADI] SIP subscription error (5 consecutive)
2026-01-31 23:00:08,049 | WARNING |   EARLY TERMINATION: Alpaca SIP subscription not available
2026-01-31 23:00:08,049 | WARNING |   Skipping remaining 414 Alpaca assets - will use fallback provider
2026-01-31 23:00:08,064 | INFO | Alpaca: Updated 0 assets, 421 remaining
2026-01-31 23:00:08,366 | INFO | ============================================================
2026-01-31 23:00:08,366 | INFO | ATTEMPTING YAHOO FINANCE INGEST (Fallback Provider)
2026-01-31 23:00:08,366 | INFO | Assets: 421, Using BATCH DOWNLOAD (efficient)
2026-01-31 23:00:08,366 | INFO | ============================================================
2026-01-31 23:00:08,366 | INFO |   Checking Yahoo Finance rate limit status...
2026-01-31 23:00:11,339 | ERROR | 
1 Failed download:
2026-01-31 23:00:11,360 | ERROR | ['AAPL']: YFRateLimitError('Too Many Requests. Rate limited. Try after a while.')
2026-01-31 23:00:11,368 | WARNING |   RATE LIMITED - Yahoo Finance is currently blocking requests
2026-01-31 23:00:11,369 | WARNING |   Skipping Yahoo and marking all assets as failed
2026-01-31 23:00:11,371 | INFO | Yahoo: Updated 0 assets, 421 remaining
2026-01-31 23:00:11,380 | INFO | ============================================================
2026-01-31 23:00:11,380 | INFO | ATTEMPTING TWELVEDATA EQUITY INGEST (Backup Provider)
2026-01-31 23:00:11,380 | INFO | Assets: 421, Rate limit: 7/min (90% of free tier)
2026-01-31 23:00:11,380 | INFO | Daily limit: 720 calls (90% of 800)
2026-01-31 23:00:11,380 | INFO | ============================================================
2026-01-31 23:00:11,380 | INFO |   Equity assets: 421, Non-equity: 0
2026-01-31 23:00:21,167 | WARNING |   [ABBV] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
2026-01-31 23:00:30,313 | WARNING |   [ABNB] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
2026-01-31 23:00:39,527 | WARNING |   [ABT] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
2026-01-31 23:00:57,897 | WARNING |   [ADBE] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
2026-01-31 23:01:06,998 | WARNING |   [ADI] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
2026-01-31 23:01:16,126 | WARNING |   [ADS.DE] TwelveData error: This symbol is available starting with Grow (Grow plan). Consider upgrading now at https://twelvedata.com/pricing
2026-01-31 23:01:25,340 | WARNING |   [ADSK] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
2026-01-31 23:01:34,449 | WARNING |   [AEP] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
2026-01-31 23:01:43,595 | WARNING |   [AFL] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
2026-01-31 23:02:02,140 | WARNING |   [AIG] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
2026-01-31 23:02:11,327 | WARNING |   [AIR.DE] TwelveData error: This symbol is available starting with Grow (Grow plan). Consider upgrading now at https://twelvedata.com/pricing
2026-01-31 23:02:29,612 | WARNING |   [AKAM] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
2026-01-31 23:03:15,367 | WARNING |   [ALB] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
2026-01-31 23:03:24,503 | WARNING |   [ALL] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
2026-01-31 23:03:42,888 | WARNING |   [ALV.DE] TwelveData error: This symbol is available starting with Grow (Grow plan). Consider upgrading now at https://twelvedata.com/pricing
2026-01-31 23:03:51,942 | WARNING |   [AMAT] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
2026-01-31 23:04:01,139 | WARNING |   [AMD] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
2026-01-31 23:04:10,327 | WARNING |   [AMGN] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
2026-01-31 23:04:19,461 | WARNING |   [AMT] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
2026-01-31 23:04:28,690 | WARNING |   [AMZN] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
2026-01-31 23:04:37,855 | WARNING |   [AON] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
2026-01-31 23:04:46,916 | WARNING |   [APD] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
