2026-02-02 02:00:07,703 | INFO | ======================================================================
2026-02-02 02:00:07,704 | INFO | IoS-001 BULLETPROOF DAILY PRICE INGEST
2026-02-02 02:00:07,704 | INFO | ======================================================================
2026-02-02 02:00:07,704 | INFO | CEO Directive: CD-IOS-001-DAILY-INGEST-BULLETPROOF-001
2026-02-02 02:00:07,705 | INFO | Executor: STIG (EC-003)
2026-02-02 02:00:07,705 | INFO | Time: 2026-02-02T01:00:07.703772+00:00
2026-02-02 02:00:07,705 | INFO | Asset Class Filter: EQUITY
2026-02-02 02:00:07,706 | INFO | Dry Run: False
2026-02-02 02:00:07,706 | INFO | Canonical Source: fhq_market.prices (ONLY)
2026-02-02 02:00:07,706 | INFO | ======================================================================
2026-02-02 02:00:07,813 | INFO | Found 421 canonical assets
2026-02-02 02:00:08,755 | INFO | ============================================================
2026-02-02 02:00:08,755 | INFO | ATTEMPTING ALPACA INGEST (Primary Provider)
2026-02-02 02:00:08,756 | INFO | Assets: 421, Rate limit: 200/min
2026-02-02 02:00:08,756 | INFO | ============================================================
2026-02-02 02:00:08,765 | INFO |   [1COV.DE] Stale (985.0h > 18h) - fetching
2026-02-02 02:00:08,766 | INFO |   [ABBV] Stale (73.0h > 18h) - fetching
2026-02-02 02:00:09,907 | WARNING |   [ABBV] Alpaca error: {"message":"subscription does not permit querying recent SIP data"}

2026-02-02 02:00:10,416 | INFO |   [ABNB] Stale (73.0h > 18h) - fetching
2026-02-02 02:00:10,568 | WARNING |   [ABNB] Alpaca error: {"message":"subscription does not permit querying recent SIP data"}

2026-02-02 02:00:11,071 | INFO |   [ABT] Stale (73.0h > 18h) - fetching
2026-02-02 02:00:11,182 | WARNING |   [ABT] Alpaca error: {"message":"subscription does not permit querying recent SIP data"}

2026-02-02 02:00:11,696 | INFO |   [ACA.PA] Stale (73.0h > 18h) - fetching
2026-02-02 02:00:11,696 | INFO |   [ADBE] Stale (73.0h > 18h) - fetching
2026-02-02 02:00:11,819 | WARNING |   [ADBE] Alpaca error: {"message":"subscription does not permit querying recent SIP data"}

2026-02-02 02:00:12,326 | INFO |   [ADI] Stale (73.0h > 18h) - fetching
2026-02-02 02:00:12,442 | WARNING |   [ADI] SIP subscription error (5 consecutive)
2026-02-02 02:00:12,442 | WARNING |   EARLY TERMINATION: Alpaca SIP subscription not available
2026-02-02 02:00:12,442 | WARNING |   Skipping remaining 414 Alpaca assets - will use fallback provider
2026-02-02 02:00:12,452 | INFO | Alpaca: Updated 0 assets, 421 remaining
2026-02-02 02:00:12,910 | INFO | ============================================================
2026-02-02 02:00:12,910 | INFO | ATTEMPTING YAHOO FINANCE INGEST (Fallback Provider)
2026-02-02 02:00:12,910 | INFO | Assets: 421, Using BATCH DOWNLOAD (efficient)
2026-02-02 02:00:12,910 | INFO | ============================================================
2026-02-02 02:00:12,910 | INFO |   Checking Yahoo Finance rate limit status...
2026-02-02 02:00:17,616 | ERROR | 
1 Failed download:
2026-02-02 02:00:17,616 | ERROR | ['AAPL']: YFRateLimitError('Too Many Requests. Rate limited. Try after a while.')
2026-02-02 02:00:17,654 | WARNING |   RATE LIMITED - Yahoo Finance is currently blocking requests
2026-02-02 02:00:17,654 | WARNING |   Skipping Yahoo and marking all assets as failed
2026-02-02 02:00:17,657 | INFO | Yahoo: Updated 0 assets, 421 remaining
2026-02-02 02:00:17,657 | INFO | ============================================================
2026-02-02 02:00:17,658 | INFO | ATTEMPTING TWELVEDATA EQUITY INGEST (Backup Provider)
2026-02-02 02:00:17,658 | INFO | Assets: 421, Rate limit: 7/min (90% of free tier)
2026-02-02 02:00:17,658 | INFO | Daily limit: 720 calls (90% of 800)
2026-02-02 02:00:17,659 | INFO | ============================================================
2026-02-02 02:00:17,659 | INFO |   Equity assets: 421, Non-equity: 0
2026-02-02 02:00:27,699 | WARNING |   [ABBV] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
2026-02-02 02:00:37,250 | WARNING |   [ABNB] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
2026-02-02 02:00:46,767 | WARNING |   [ABT] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
2026-02-02 02:01:16,473 | WARNING |   [ADBE] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
2026-02-02 02:01:25,975 | WARNING |   [ADI] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
2026-02-02 02:01:35,363 | WARNING |   [ADS.DE] TwelveData error: This symbol is available starting with Grow (Grow plan). Consider upgrading now at https://twelvedata.com/pricing
2026-02-02 02:01:47,062 | WARNING |   [ADSK] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
2026-02-02 02:01:56,748 | WARNING |   [AEP] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
2026-02-02 02:02:22,273 | WARNING |   [AFL] TwelveData error: HTTPSConnectionPool(host='api.twelvedata.com', port=443): Max retries exceeded with url: /time_serie
2026-02-02 02:02:42,349 | WARNING |   [AIG] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
2026-02-02 02:02:52,147 | WARNING |   [AIR.DE] TwelveData error: This symbol is available starting with Grow (Grow plan). Consider upgrading now at https://twelvedata.com/pricing
2026-02-02 02:03:12,158 | WARNING |   [AKAM] TwelveData error: No data is available on the specified dates. Try setting different start/end dates.
