listing_id,date,open,high,low,close,adj_close,volume,price_type,resolution,data_source,adr_epoch
BT.A.L,2015-12-15 00:00:00+00:00,458.75,471.0,458.75,469.5,467.35498046875,16610109,RAW,1d,yfinance,COLAB
BT.A.L,2015-12-16 00:00:00+00:00,468.0,473.79998779296875,463.8999938964844,468.20001220703125,466.0608825683594,15598958,RAW,1d,yfinance,COLAB
BT.A.L,2015-12-17 00:00:00+00:00,476.04998779296875,476.8999938964844,470.54998779296875,470.70001220703125,468.54949951171875,13848272,RAW,1d,yfinance,COLAB
BT.A.L,2015-12-18 00:00:00+00:00,469.45001220703125,469.45001220703125,458.29998779296875,458.29998779296875,456.2061767578125,25447939,RAW,1d,yfinance,COLAB
BT.A.L,2015-12-21 00:00:00+00:00,458.20001220703125,461.25,455.04998779296875,455.04998779296875,452.970947265625,11066416,RAW,1d,yfinance,COLAB
BT.A.L,2015-12-22 00:00:00+00:00,458.25,462.25,454.8500061035156,459.5,457.400634765625,11109146,RAW,1d,yfinance,COLAB
BT.A.L,2015-12-23 00:00:00+00:00,464.5,473.8999938964844,462.75,472.8999938964844,470.73944091796875,9606656,RAW,1d,yfinance,COLAB
BT.A.L,2015-12-24 00:00:00+00:00,465.8500061035156,471.1499938964844,464.1000061035156,467.04998779296875,464.9593811035156,1622595,RAW,1d,yfinance,COLAB
BT.A.L,2015-12-29 00:00:00+00:00,479.45001220703125,481.54998779296875,467.95001220703125,472.1499938964844,470.0365905761719,8551696,RAW,1d,yfinance,COLAB
BT.A.L,2015-12-30 00:00:00+00:00,471.5,472.95001220703125,467.5,470.5,468.39398193359375,6140188,RAW,1d,yfinance,COLAB
BT.A.L,2015-12-31 00:00:00+00:00,468.6499938964844,473.8500061035156,468.0,471.70001220703125,469.5885925292969,3472264,RAW,1d,yfinance,COLAB
BT.A.L,2016-01-04 00:00:00+00:00,467.25,468.0,457.4320068359375,459.8999938964844,457.84136962890625,11237676,RAW,1d,yfinance,COLAB
BT.A.L,2016-01-05 00:00:00+00:00,463.1499938964844,466.8999938964844,459.6499938964844,464.45001220703125,462.3710632324219,8835111,RAW,1d,yfinance,COLAB
BT.A.L,2016-01-06 00:00:00+00:00,463.79998779296875,467.3500061035156,459.572998046875,467.3500061035156,465.258056640625,12225381,RAW,1d,yfinance,COLAB
BT.A.L,2016-01-07 00:00:00+00:00,460.0,465.25,454.79998779296875,462.25,460.180908203125,16098611,RAW,1d,yfinance,COLAB
BT.A.L,2016-01-08 00:00:00+00:00,464.25,471.95001220703125,461.6000061035156,465.6499938964844,463.5656433105469,12134136,RAW,1d,yfinance,COLAB
BT.A.L,2016-01-11 00:00:00+00:00,465.6499938964844,467.63299560546875,463.0,463.0,460.927490234375,13735514,RAW,1d,yfinance,COLAB
BT.A.L,2016-01-12 00:00:00+00:00,463.1499938964844,479.0,460.0,473.3999938964844,471.281005859375,13549276,RAW,1d,yfinance,COLAB
BT.A.L,2016-01-13 00:00:00+00:00,477.79998779296875,479.45001220703125,473.95001220703125,476.1499938964844,474.0186462402344,10121566,RAW,1d,yfinance,COLAB
BT.A.L,2016-01-14 00:00:00+00:00,470.0,470.0,459.95001220703125,467.0,464.9096374511719,13519509,RAW,1d,yfinance,COLAB
BT.A.L,2016-01-15 00:00:00+00:00,469.04998779296875,475.7099914550781,458.79998779296875,463.29998779296875,461.2261657714844,18301314,RAW,1d,yfinance,COLAB
BT.A.L,2016-01-18 00:00:00+00:00,461.3500061035156,466.1499938964844,458.3999938964844,459.3999938964844,457.34368896484375,10232875,RAW,1d,yfinance,COLAB
BT.A.L,2016-01-19 00:00:00+00:00,466.75,469.05499267578125,462.0,467.75,465.65631103515625,13475977,RAW,1d,yfinance,COLAB
BT.A.L,2016-01-20 00:00:00+00:00,460.1499938964844,461.0,449.3500061035156,452.0,449.976806640625,16032124,RAW,1d,yfinance,COLAB
BT.A.L,2016-01-21 00:00:00+00:00,453.95001220703125,465.95001220703125,449.9230041503906,465.6499938964844,463.5656433105469,21609256,RAW,1d,yfinance,COLAB
BT.A.L,2016-01-22 00:00:00+00:00,474.6499938964844,487.8999938964844,471.3999938964844,487.25,485.0689392089844,21548520,RAW,1d,yfinance,COLAB
BT.A.L,2016-01-25 00:00:00+00:00,488.20001220703125,488.20001220703125,467.0,471.0,468.8917236328125,21798491,RAW,1d,yfinance,COLAB
BT.A.L,2016-01-26 00:00:00+00:00,460.0,470.75,456.0719909667969,468.29998779296875,466.203857421875,20640661,RAW,1d,yfinance,COLAB
BT.A.L,2016-01-27 00:00:00+00:00,469.5,478.29998779296875,458.2919921875,478.29998779296875,476.1590881347656,15020615,RAW,1d,yfinance,COLAB
BT.A.L,2016-01-28 00:00:00+00:00,475.70001220703125,478.6499938964844,463.20001220703125,466.20001220703125,464.1131896972656,12228332,RAW,1d,yfinance,COLAB
BT.A.L,2016-01-29 00:00:00+00:00,470.70001220703125,484.8500061035156,470.70001220703125,484.8500061035156,482.6796875,22492266,RAW,1d,yfinance,COLAB
BT.A.L,2016-02-01 00:00:00+00:00,497.0,501.1000061035156,488.70599365234375,494.20001220703125,491.9878845214844,27890422,RAW,1d,yfinance,COLAB
BT.A.L,2016-02-02 00:00:00+00:00,495.0,502.29998779296875,489.04998779296875,496.0,493.77984619140625,23466401,RAW,1d,yfinance,COLAB
BT.A.L,2016-02-03 00:00:00+00:00,493.75,495.5,480.75,486.0,483.8245849609375,19370446,RAW,1d,yfinance,COLAB
BT.A.L,2016-02-04 00:00:00+00:00,491.75,494.79998779296875,483.1000061035156,485.5,483.3268737792969,16410560,RAW,1d,yfinance,COLAB
BT.A.L,2016-02-05 00:00:00+00:00,487.25,490.3999938964844,475.6000061035156,475.8999938964844,473.7698059082031,16491336,RAW,1d,yfinance,COLAB
BT.A.L,2016-02-08 00:00:00+00:00,475.0,476.54901123046875,453.3999938964844,454.79998779296875,452.7642822265625,23852896,RAW,1d,yfinance,COLAB
BT.A.L,2016-02-09 00:00:00+00:00,456.70001220703125,467.04998779296875,452.54998779296875,459.95001220703125,457.8912658691406,21876349,RAW,1d,yfinance,COLAB
BT.A.L,2016-02-10 00:00:00+00:00,463.6000061035156,467.79998779296875,455.5,464.45001220703125,462.3710632324219,13875750,RAW,1d,yfinance,COLAB
BT.A.L,2016-02-11 00:00:00+00:00,461.29998779296875,462.3500061035156,448.6000061035156,450.45001220703125,448.4337463378906,14210859,RAW,1d,yfinance,COLAB
BT.A.L,2016-02-12 00:00:00+00:00,448.54998779296875,451.6499938964844,442.29998779296875,448.25,446.2435607910156,25002891,RAW,1d,yfinance,COLAB
BT.A.L,2016-02-15 00:00:00+00:00,456.70001220703125,460.1499938964844,452.3500061035156,455.45001220703125,453.411376953125,13263809,RAW,1d,yfinance,COLAB
BT.A.L,2016-02-16 00:00:00+00:00,456.79998779296875,461.04998779296875,452.8999938964844,456.0,453.95892333984375,13305399,RAW,1d,yfinance,COLAB
BT.A.L,2016-02-17 00:00:00+00:00,455.70001220703125,462.54998779296875,453.75,461.5,459.43426513671875,15465905,RAW,1d,yfinance,COLAB
BT.A.L,2016-02-18 00:00:00+00:00,462.04998779296875,469.95001220703125,460.2980041503906,464.3500061035156,462.271484375,14305504,RAW,1d,yfinance,COLAB
BT.A.L,2016-02-19 00:00:00+00:00,463.8500061035156,467.6499938964844,455.70001220703125,457.8500061035156,455.8006286621094,11710285,RAW,1d,yfinance,COLAB
BT.A.L,2016-02-22 00:00:00+00:00,463.29998779296875,471.1499938964844,463.1000061035156,467.45001220703125,465.35760498046875,12673378,RAW,1d,yfinance,COLAB
BT.A.L,2016-02-23 00:00:00+00:00,465.1499938964844,465.8999938964844,458.9150085449219,459.8500061035156,457.7916564941406,12474424,RAW,1d,yfinance,COLAB
BT.A.L,2016-02-24 00:00:00+00:00,459.8500061035156,463.75,452.45001220703125,458.45001220703125,456.3979797363281,17580110,RAW,1d,yfinance,COLAB
BT.A.L,2016-02-25 00:00:00+00:00,470.0,483.3500061035156,468.29998779296875,479.79998779296875,477.65234375,28306104,RAW,1d,yfinance,COLAB
BT.A.L,2016-02-26 00:00:00+00:00,484.70001220703125,491.29998779296875,481.010009765625,485.04998779296875,482.8788757324219,18227406,RAW,1d,yfinance,COLAB
BT.A.L,2016-02-29 00:00:00+00:00,481.25,487.75,481.25,486.5,484.32232666015625,18420765,RAW,1d,yfinance,COLAB
BT.A.L,2016-03-01 00:00:00+00:00,487.5,496.8500061035156,484.1499938964844,496.0,493.77984619140625,16293641,RAW,1d,yfinance,COLAB
BT.A.L,2016-03-02 00:00:00+00:00,492.70001220703125,494.9750061035156,480.70001220703125,481.79998779296875,479.6434020996094,18196506,RAW,1d,yfinance,COLAB
BT.A.L,2016-03-03 00:00:00+00:00,482.04998779296875,484.1000061035156,471.8999938964844,475.25,473.1227111816406,12019060,RAW,1d,yfinance,COLAB
BT.A.L,2016-03-04 00:00:00+00:00,477.1499938964844,480.0,468.29998779296875,470.0,467.8962097167969,19124285,RAW,1d,yfinance,COLAB
BT.A.L,2016-03-07 00:00:00+00:00,468.8999938964844,468.8999938964844,459.9219970703125,465.70001220703125,463.6154479980469,14340763,RAW,1d,yfinance,COLAB
BT.A.L,2016-03-08 00:00:00+00:00,462.70001220703125,466.1000061035156,459.45001220703125,463.45001220703125,461.3755798339844,13659918,RAW,1d,yfinance,COLAB
BT.A.L,2016-03-09 00:00:00+00:00,465.5,467.5,459.3999938964844,459.79998779296875,457.7418212890625,18124933,RAW,1d,yfinance,COLAB
BT.A.L,2016-03-10 00:00:00+00:00,461.6000061035156,462.07501220703125,451.6000061035156,451.6000061035156,449.5785827636719,15938449,RAW,1d,yfinance,COLAB
BT.A.L,2016-03-11 00:00:00+00:00,457.20001220703125,459.15399169921875,451.08599853515625,459.04998779296875,456.9951477050781,12037852,RAW,1d,yfinance,COLAB
BT.A.L,2016-03-14 00:00:00+00:00,461.29998779296875,464.95001220703125,459.0,462.0,459.9320068359375,13389684,RAW,1d,yfinance,COLAB
BT.A.L,2016-03-15 00:00:00+00:00,459.79998779296875,462.79998779296875,453.5,454.1499938964844,452.11712646484375,20713669,RAW,1d,yfinance,COLAB
BT.A.L,2016-03-16 00:00:00+00:00,454.3999938964844,455.3999938964844,446.25,452.1000061035156,450.0762939453125,21308915,RAW,1d,yfinance,COLAB
BT.A.L,2016-03-17 00:00:00+00:00,455.0,455.70001220703125,443.5,446.5,444.50140380859375,21248348,RAW,1d,yfinance,COLAB
BT.A.L,2016-03-18 00:00:00+00:00,448.75,453.95001220703125,446.5,447.0,444.99920654296875,26320473,RAW,1d,yfinance,COLAB
BT.A.L,2016-03-21 00:00:00+00:00,446.29998779296875,451.6499938964844,443.04998779296875,449.25,447.23907470703125,12930529,RAW,1d,yfinance,COLAB
BT.A.L,2016-03-22 00:00:00+00:00,446.5,446.7749938964844,439.8999938964844,444.6000061035156,442.60992431640625,17263951,RAW,1d,yfinance,COLAB
BT.A.L,2016-03-23 00:00:00+00:00,444.54998779296875,447.79998779296875,440.79998779296875,442.3999938964844,440.41973876953125,12217964,RAW,1d,yfinance,COLAB
BT.A.L,2016-03-24 00:00:00+00:00,440.1000061035156,441.54998779296875,432.95001220703125,432.95001220703125,431.0121154785156,16030057,RAW,1d,yfinance,COLAB
BT.A.L,2016-03-29 00:00:00+01:00,435.20001220703125,439.8999938964844,434.2200012207031,439.45001220703125,437.4830017089844,15038436,RAW,1d,yfinance,COLAB
BT.A.L,2016-03-30 00:00:00+01:00,445.0,447.5,442.3500061035156,446.1000061035156,444.1032409667969,18214825,RAW,1d,yfinance,COLAB
BT.A.L,2016-03-31 00:00:00+01:00,446.0,446.0,438.75,440.5,438.52825927734375,17661716,RAW,1d,yfinance,COLAB
BT.A.L,2016-04-01 00:00:00+01:00,435.75,439.12799072265625,434.79998779296875,438.6000061035156,436.63677978515625,19140695,RAW,1d,yfinance,COLAB
BT.A.L,2016-04-04 00:00:00+01:00,436.0,443.6000061035156,432.0,438.6499938964844,436.6865539550781,13749350,RAW,1d,yfinance,COLAB
BT.A.L,2016-04-05 00:00:00+01:00,436.1499938964844,437.3999938964844,433.6000061035156,435.3500061035156,433.4013366699219,12927590,RAW,1d,yfinance,COLAB
BT.A.L,2016-04-06 00:00:00+01:00,436.45001220703125,442.1499938964844,433.8500061035156,442.1499938964844,440.1708679199219,14263584,RAW,1d,yfinance,COLAB
BT.A.L,2016-04-07 00:00:00+01:00,443.6000061035156,447.1000061035156,437.8500061035156,440.04998779296875,438.0802307128906,12758155,RAW,1d,yfinance,COLAB
BT.A.L,2016-04-08 00:00:00+01:00,441.1499938964844,441.95001220703125,436.45001220703125,437.45001220703125,435.491943359375,11398612,RAW,1d,yfinance,COLAB
BT.A.L,2016-04-11 00:00:00+01:00,437.04998779296875,443.1499938964844,435.51800537109375,441.1499938964844,439.17529296875,11838784,RAW,1d,yfinance,COLAB
BT.A.L,2016-04-12 00:00:00+01:00,440.1499938964844,444.3500061035156,437.95001220703125,444.3500061035156,442.36102294921875,12695103,RAW,1d,yfinance,COLAB
BT.A.L,2016-04-13 00:00:00+01:00,449.0,449.0840148925781,441.20001220703125,444.6000061035156,442.60992431640625,13308626,RAW,1d,yfinance,COLAB
BT.A.L,2016-04-14 00:00:00+01:00,446.0,447.54998779296875,442.8999938964844,446.45001220703125,444.45172119140625,13112455,RAW,1d,yfinance,COLAB
BT.A.L,2016-04-15 00:00:00+01:00,447.0,447.7239990234375,442.1499938964844,444.0,442.0125732421875,13132969,RAW,1d,yfinance,COLAB
BT.A.L,2016-04-18 00:00:00+01:00,440.75,456.25,439.2829895019531,454.8999938964844,452.86383056640625,19106337,RAW,1d,yfinance,COLAB
BT.A.L,2016-04-19 00:00:00+01:00,454.3999938964844,457.25,451.0690002441406,451.1000061035156,449.080810546875,15655233,RAW,1d,yfinance,COLAB
BT.A.L,2016-04-20 00:00:00+01:00,446.79998779296875,448.0,436.572998046875,438.25,436.288330078125,21143875,RAW,1d,yfinance,COLAB
BT.A.L,2016-04-21 00:00:00+01:00,439.20001220703125,439.20001220703125,432.6000061035156,434.75,432.8040466308594,15212194,RAW,1d,yfinance,COLAB
BT.A.L,2016-04-22 00:00:00+01:00,433.5,439.0,433.5,435.0,433.0528869628906,14827125,RAW,1d,yfinance,COLAB
BT.A.L,2016-04-25 00:00:00+01:00,435.0,437.75,427.1090087890625,429.45001220703125,427.5276794433594,15291912,RAW,1d,yfinance,COLAB
